,INDEX_NAME,HistoricalDate,OPEN,CLOSE,daily_change,daily_change_perc,year,day,week_number
250,Nifty 50,2022-12-26,17830.4,18014.6,184.2,1.03,2022,Monday,52
249,Nifty 50,2022-12-27,18089.8,18132.3,42.5,0.23,2022,Tuesday,52
248,Nifty 50,2022-12-28,18084.75,18122.5,37.75,0.21,2022,Wednesday,52
247,Nifty 50,2022-12-29,18045.7,18191.0,145.3,0.81,2022,Thursday,52
246,Nifty 50,2022-12-30,18259.1,18105.3,-153.8,-0.84,2022,Friday,52
245,Nifty 50,2023-01-02,18131.7,18197.45,65.75,0.36,2023,Monday,1
244,Nifty 50,2023-01-03,18163.2,18232.55,69.35,0.38,2023,Tuesday,1
243,Nifty 50,2023-01-04,18230.65,18042.95,-187.7,-1.03,2023,Wednesday,1
242,Nifty 50,2023-01-05,18101.95,17992.15,-109.8,-0.61,2023,Thursday,1
241,Nifty 50,2023-01-06,18008.05,17859.45,-148.6,-0.83,2023,Friday,1
240,Nifty 50,2023-01-09,17952.55,18101.2,148.65,0.83,2023,Monday,2
239,Nifty 50,2023-01-10,18121.3,17914.15,-207.15,-1.14,2023,Tuesday,2
238,Nifty 50,2023-01-11,17924.25,17895.7,-28.55,-0.16,2023,Wednesday,2
237,Nifty 50,2023-01-12,17920.85,17858.2,-62.65,-0.35,2023,Thursday,2
236,Nifty 50,2023-01-13,17867.5,17956.6,89.1,0.5,2023,Friday,2
235,Nifty 50,2023-01-16,18033.15,17894.85,-138.3,-0.77,2023,Monday,3
234,Nifty 50,2023-01-17,17922.8,18053.3,130.5,0.73,2023,Tuesday,3
233,Nifty 50,2023-01-18,18074.3,18165.35,91.05,0.5,2023,Wednesday,3
232,Nifty 50,2023-01-19,18119.8,18107.85,-11.95,-0.07,2023,Thursday,3
231,Nifty 50,2023-01-20,18115.6,18027.65,-87.95,-0.49,2023,Friday,3
230,Nifty 50,2023-01-23,18118.45,18118.55,0.1,0.0,2023,Monday,4
229,Nifty 50,2023-01-24,18183.95,18118.3,-65.65,-0.36,2023,Tuesday,4
228,Nifty 50,2023-01-25,18093.35,17891.95,-201.4,-1.11,2023,Wednesday,4
227,Nifty 50,2023-01-27,17877.2,17604.35,-272.85,-1.53,2023,Friday,4
226,Nifty 50,2023-01-30,17541.95,17648.95,107.0,0.61,2023,Monday,5
225,Nifty 50,2023-01-31,17731.45,17662.15,-69.3,-0.39,2023,Tuesday,5
224,Nifty 50,2023-02-01,17811.6,17616.3,-195.3,-1.1,2023,Wednesday,5
223,Nifty 50,2023-02-02,17517.1,17610.4,93.3,0.53,2023,Thursday,5
222,Nifty 50,2023-02-03,17721.75,17854.05,132.3,0.75,2023,Friday,5
221,Nifty 50,2023-02-06,17818.55,17764.6,-53.95,-0.3,2023,Monday,6
220,Nifty 50,2023-02-07,17790.1,17721.5,-68.6,-0.39,2023,Tuesday,6
219,Nifty 50,2023-02-08,17750.3,17871.7,121.4,0.68,2023,Wednesday,6
218,Nifty 50,2023-02-09,17885.5,17893.45,7.95,0.04,2023,Thursday,6
217,Nifty 50,2023-02-10,17847.55,17856.5,8.95,0.05,2023,Friday,6
216,Nifty 50,2023-02-13,17859.1,17770.9,-88.2,-0.49,2023,Monday,7
215,Nifty 50,2023-02-14,17840.35,17929.85,89.5,0.5,2023,Tuesday,7
214,Nifty 50,2023-02-15,17896.6,18015.85,119.25,0.67,2023,Wednesday,7
213,Nifty 50,2023-02-16,18094.75,18035.85,-58.9,-0.33,2023,Thursday,7
212,Nifty 50,2023-02-17,17974.85,17944.2,-30.65,-0.17,2023,Friday,7
211,Nifty 50,2023-02-20,17965.55,17844.6,-120.95,-0.67,2023,Monday,8
210,Nifty 50,2023-02-21,17905.8,17826.7,-79.1,-0.44,2023,Tuesday,8
209,Nifty 50,2023-02-22,17755.35,17554.3,-201.05,-1.13,2023,Wednesday,8
208,Nifty 50,2023-02-23,17574.65,17511.25,-63.4,-0.36,2023,Thursday,8
207,Nifty 50,2023-02-24,17591.35,17465.8,-125.55,-0.71,2023,Friday,8
206,Nifty 50,2023-02-27,17428.6,17392.7,-35.9,-0.21,2023,Monday,9
205,Nifty 50,2023-02-28,17383.25,17303.95,-79.3,-0.46,2023,Tuesday,9
204,Nifty 50,2023-03-01,17360.1,17450.9,90.8,0.52,2023,Wednesday,9
203,Nifty 50,2023-03-02,17421.5,17321.9,-99.6,-0.57,2023,Thursday,9
202,Nifty 50,2023-03-03,17451.25,17594.35,143.1,0.82,2023,Friday,9
201,Nifty 50,2023-03-06,17680.35,17711.45,31.1,0.18,2023,Monday,10
200,Nifty 50,2023-03-08,17665.75,17754.4,88.65,0.5,2023,Wednesday,10
199,Nifty 50,2023-03-09,17772.05,17589.6,-182.45,-1.03,2023,Thursday,10
198,Nifty 50,2023-03-10,17443.8,17412.9,-30.9,-0.18,2023,Friday,10
197,Nifty 50,2023-03-13,17421.9,17154.3,-267.6,-1.54,2023,Monday,11
196,Nifty 50,2023-03-14,17160.55,17043.3,-117.25,-0.68,2023,Tuesday,11
195,Nifty 50,2023-03-15,17166.45,16972.15,-194.3,-1.13,2023,Wednesday,11
194,Nifty 50,2023-03-16,16994.65,16985.6,-9.05,-0.05,2023,Thursday,11
193,Nifty 50,2023-03-17,17111.8,17100.05,-11.75,-0.07,2023,Friday,11
192,Nifty 50,2023-03-20,17066.6,16988.4,-78.2,-0.46,2023,Monday,12
191,Nifty 50,2023-03-21,17060.4,17107.5,47.1,0.28,2023,Tuesday,12
190,Nifty 50,2023-03-22,17177.45,17151.9,-25.55,-0.15,2023,Wednesday,12
189,Nifty 50,2023-03-23,17097.4,17076.9,-20.5,-0.12,2023,Thursday,12
188,Nifty 50,2023-03-24,17076.2,16945.05,-131.15,-0.77,2023,Friday,12
187,Nifty 50,2023-03-27,16984.3,16985.7,1.4,0.01,2023,Monday,13
186,Nifty 50,2023-03-28,17031.75,16951.7,-80.05,-0.47,2023,Tuesday,13
185,Nifty 50,2023-03-29,16977.3,17080.7,103.4,0.61,2023,Wednesday,13
184,Nifty 50,2023-03-31,17210.35,17359.75,149.4,0.87,2023,Friday,13
183,Nifty 50,2023-04-03,17427.95,17398.05,-29.9,-0.17,2023,Monday,14
182,Nifty 50,2023-04-05,17422.3,17557.05,134.75,0.77,2023,Wednesday,14
181,Nifty 50,2023-04-06,17533.85,17599.15,65.3,0.37,2023,Thursday,14
180,Nifty 50,2023-04-10,17634.9,17624.05,-10.85,-0.06,2023,Monday,15
179,Nifty 50,2023-04-11,17704.8,17722.3,17.5,0.1,2023,Tuesday,15
178,Nifty 50,2023-04-12,17759.55,17812.4,52.85,0.3,2023,Wednesday,15
177,Nifty 50,2023-04-13,17807.3,17828.0,20.7,0.12,2023,Thursday,15
176,Nifty 50,2023-04-17,17863.0,17706.85,-156.15,-0.87,2023,Monday,16
175,Nifty 50,2023-04-18,17766.6,17660.15,-106.45,-0.6,2023,Tuesday,16
174,Nifty 50,2023-04-19,17653.35,17618.75,-34.6,-0.2,2023,Wednesday,16
173,Nifty 50,2023-04-20,17638.6,17624.45,-14.15,-0.08,2023,Thursday,16
172,Nifty 50,2023-04-21,17639.75,17624.05,-15.7,-0.09,2023,Friday,16
171,Nifty 50,2023-04-24,17707.55,17743.4,35.85,0.2,2023,Monday,17
170,Nifty 50,2023-04-25,17761.55,17769.25,7.7,0.04,2023,Tuesday,17
169,Nifty 50,2023-04-26,17767.3,17813.6,46.3,0.26,2023,Wednesday,17
168,Nifty 50,2023-04-27,17813.1,17915.05,101.95,0.57,2023,Thursday,17
167,Nifty 50,2023-04-28,17950.4,18065.0,114.6,0.64,2023,Friday,17
166,Nifty 50,2023-05-02,18124.8,18147.65,22.85,0.13,2023,Tuesday,18
165,Nifty 50,2023-05-03,18113.8,18089.85,-23.95,-0.13,2023,Wednesday,18
164,Nifty 50,2023-05-04,18081.0,18255.8,174.8,0.97,2023,Thursday,18
163,Nifty 50,2023-05-05,18117.3,18069.0,-48.3,-0.27,2023,Friday,18
162,Nifty 50,2023-05-08,18120.6,18264.4,143.8,0.79,2023,Monday,19
161,Nifty 50,2023-05-09,18303.4,18265.95,-37.45,-0.2,2023,Tuesday,19
160,Nifty 50,2023-05-10,18313.6,18315.1,1.5,0.01,2023,Wednesday,19
159,Nifty 50,2023-05-11,18357.8,18297.0,-60.8,-0.33,2023,Thursday,19
158,Nifty 50,2023-05-12,18273.75,18314.8,41.05,0.22,2023,Friday,19
157,Nifty 50,2023-05-15,18339.3,18398.85,59.55,0.32,2023,Monday,20
156,Nifty 50,2023-05-16,18432.35,18286.5,-145.85,-0.79,2023,Tuesday,20
155,Nifty 50,2023-05-17,18300.45,18181.75,-118.7,-0.65,2023,Wednesday,20
154,Nifty 50,2023-05-18,18287.5,18129.95,-157.55,-0.86,2023,Thursday,20
153,Nifty 50,2023-05-19,18186.15,18203.4,17.25,0.09,2023,Friday,20
152,Nifty 50,2023-05-22,18201.1,18314.4,113.3,0.62,2023,Monday,21
151,Nifty 50,2023-05-23,18362.9,18348.0,-14.9,-0.08,2023,Tuesday,21
150,Nifty 50,2023-05-24,18294.8,18285.4,-9.4,-0.05,2023,Wednesday,21
149,Nifty 50,2023-05-25,18268.9,18321.15,52.25,0.29,2023,Thursday,21
148,Nifty 50,2023-05-26,18368.35,18499.35,131.0,0.71,2023,Friday,21
147,Nifty 50,2023-05-29,18619.15,18598.65,-20.5,-0.11,2023,Monday,22
146,Nifty 50,2023-05-30,18606.65,18633.85,27.2,0.15,2023,Tuesday,22
145,Nifty 50,2023-05-31,18594.2,18534.4,-59.8,-0.32,2023,Wednesday,22
144,Nifty 50,2023-06-01,18579.4,18487.75,-91.65,-0.49,2023,Thursday,22
143,Nifty 50,2023-06-02,18550.85,18534.1,-16.75,-0.09,2023,Friday,22
142,Nifty 50,2023-06-05,18612.0,18593.85,-18.15,-0.1,2023,Monday,23
141,Nifty 50,2023-06-06,18600.8,18599.0,-1.8,-0.01,2023,Tuesday,23
140,Nifty 50,2023-06-07,18665.6,18726.4,60.8,0.33,2023,Wednesday,23
139,Nifty 50,2023-06-08,18725.35,18634.55,-90.8,-0.48,2023,Thursday,23
138,Nifty 50,2023-06-09,18655.9,18563.4,-92.5,-0.5,2023,Friday,23
137,Nifty 50,2023-06-12,18595.05,18601.5,6.45,0.03,2023,Monday,24
136,Nifty 50,2023-06-13,18631.8,18716.15,84.35,0.45,2023,Tuesday,24
135,Nifty 50,2023-06-14,18744.6,18755.9,11.3,0.06,2023,Wednesday,24
134,Nifty 50,2023-06-15,18774.45,18688.1,-86.35,-0.46,2023,Thursday,24
133,Nifty 50,2023-06-16,18723.3,18826.0,102.7,0.55,2023,Friday,24
132,Nifty 50,2023-06-19,18873.3,18755.45,-117.85,-0.62,2023,Monday,25
131,Nifty 50,2023-06-20,18752.35,18816.7,64.35,0.34,2023,Tuesday,25
130,Nifty 50,2023-06-21,18849.4,18856.85,7.45,0.04,2023,Wednesday,25
129,Nifty 50,2023-06-22,18853.6,18771.25,-82.35,-0.44,2023,Thursday,25
128,Nifty 50,2023-06-23,18741.85,18665.5,-76.35,-0.41,2023,Friday,25
127,Nifty 50,2023-06-26,18682.35,18691.2,8.85,0.05,2023,Monday,26
126,Nifty 50,2023-06-27,18748.55,18817.4,68.85,0.37,2023,Tuesday,26
125,Nifty 50,2023-06-28,18908.15,18972.1,63.95,0.34,2023,Wednesday,26
124,Nifty 50,2023-06-30,19076.85,19189.05,112.2,0.59,2023,Friday,26
123,Nifty 50,2023-07-03,19246.5,19322.55,76.05,0.4,2023,Monday,27
122,Nifty 50,2023-07-04,19406.6,19389.0,-17.6,-0.09,2023,Tuesday,27
121,Nifty 50,2023-07-05,19405.95,19398.5,-7.45,-0.04,2023,Wednesday,27
120,Nifty 50,2023-07-06,19385.7,19497.3,111.6,0.58,2023,Thursday,27
119,Nifty 50,2023-07-07,19422.8,19331.8,-91.0,-0.47,2023,Friday,27
118,Nifty 50,2023-07-10,19400.35,19355.9,-44.45,-0.23,2023,Monday,28
117,Nifty 50,2023-07-11,19427.1,19439.4,12.3,0.06,2023,Tuesday,28
116,Nifty 50,2023-07-12,19497.45,19384.3,-113.15,-0.58,2023,Wednesday,28
115,Nifty 50,2023-07-13,19495.2,19413.75,-81.45,-0.42,2023,Thursday,28
114,Nifty 50,2023-07-14,19493.45,19564.5,71.05,0.36,2023,Friday,28
113,Nifty 50,2023-07-17,19612.15,19711.45,99.3,0.51,2023,Monday,29
112,Nifty 50,2023-07-18,19787.5,19749.25,-38.25,-0.19,2023,Tuesday,29
111,Nifty 50,2023-07-19,19802.95,19833.15,30.2,0.15,2023,Wednesday,29
110,Nifty 50,2023-07-20,19831.7,19979.15,147.45,0.74,2023,Thursday,29
109,Nifty 50,2023-07-21,19800.45,19745.0,-55.45,-0.28,2023,Friday,29
108,Nifty 50,2023-07-24,19748.45,19672.35,-76.1,-0.39,2023,Monday,30
107,Nifty 50,2023-07-25,19729.35,19680.6,-48.75,-0.25,2023,Tuesday,30
106,Nifty 50,2023-07-26,19733.35,19778.3,44.95,0.23,2023,Wednesday,30
105,Nifty 50,2023-07-27,19850.9,19659.9,-191.0,-0.96,2023,Thursday,30
104,Nifty 50,2023-07-28,19659.75,19646.05,-13.7,-0.07,2023,Friday,30
103,Nifty 50,2023-07-31,19666.35,19753.8,87.45,0.44,2023,Monday,31
102,Nifty 50,2023-08-01,19784.0,19733.55,-50.45,-0.26,2023,Tuesday,31
101,Nifty 50,2023-08-02,19655.4,19526.55,-128.85,-0.66,2023,Wednesday,31
100,Nifty 50,2023-08-03,19463.75,19381.65,-82.1,-0.42,2023,Thursday,31
99,Nifty 50,2023-08-04,19462.8,19517.0,54.2,0.28,2023,Friday,31
98,Nifty 50,2023-08-07,19576.85,19597.3,20.45,0.1,2023,Monday,32
97,Nifty 50,2023-08-08,19627.2,19570.85,-56.35,-0.29,2023,Tuesday,32
96,Nifty 50,2023-08-09,19578.8,19632.55,53.75,0.27,2023,Wednesday,32
95,Nifty 50,2023-08-10,19605.55,19543.1,-62.45,-0.32,2023,Thursday,32
94,Nifty 50,2023-08-11,19554.25,19428.3,-125.95,-0.64,2023,Friday,32
93,Nifty 50,2023-08-14,19383.95,19434.55,50.6,0.26,2023,Monday,33
92,Nifty 50,2023-08-16,19369.0,19465.0,96.0,0.5,2023,Wednesday,33
91,Nifty 50,2023-08-17,19450.55,19365.25,-85.3,-0.44,2023,Thursday,33
90,Nifty 50,2023-08-18,19301.75,19310.15,8.4,0.04,2023,Friday,33
89,Nifty 50,2023-08-21,19320.65,19393.6,72.95,0.38,2023,Monday,34
88,Nifty 50,2023-08-22,19417.1,19396.45,-20.65,-0.11,2023,Tuesday,34
87,Nifty 50,2023-08-23,19439.2,19444.0,4.8,0.02,2023,Wednesday,34
86,Nifty 50,2023-08-24,19535.15,19386.7,-148.45,-0.76,2023,Thursday,34
85,Nifty 50,2023-08-25,19297.4,19265.8,-31.6,-0.16,2023,Friday,34
84,Nifty 50,2023-08-28,19298.35,19306.05,7.7,0.04,2023,Monday,35
83,Nifty 50,2023-08-29,19374.85,19342.65,-32.2,-0.17,2023,Tuesday,35
82,Nifty 50,2023-08-30,19433.45,19347.45,-86.0,-0.44,2023,Wednesday,35
81,Nifty 50,2023-08-31,19375.55,19253.8,-121.75,-0.63,2023,Thursday,35
80,Nifty 50,2023-09-01,19258.15,19435.3,177.15,0.92,2023,Friday,35
79,Nifty 50,2023-09-04,19525.05,19528.8,3.75,0.02,2023,Monday,36
78,Nifty 50,2023-09-05,19564.65,19574.9,10.25,0.05,2023,Tuesday,36
77,Nifty 50,2023-09-06,19581.2,19611.05,29.85,0.15,2023,Wednesday,36
76,Nifty 50,2023-09-07,19598.65,19727.05,128.4,0.66,2023,Thursday,36
75,Nifty 50,2023-09-08,19774.8,19819.95,45.15,0.23,2023,Friday,36
74,Nifty 50,2023-09-11,19890.0,19996.35,106.35,0.53,2023,Monday,37
73,Nifty 50,2023-09-12,20110.15,19993.2,-116.95,-0.58,2023,Tuesday,37
72,Nifty 50,2023-09-13,19989.5,20070.0,80.5,0.4,2023,Wednesday,37
71,Nifty 50,2023-09-14,20127.95,20103.1,-24.85,-0.12,2023,Thursday,37
70,Nifty 50,2023-09-15,20156.45,20192.35,35.9,0.18,2023,Friday,37
69,Nifty 50,2023-09-18,20155.95,20133.3,-22.65,-0.11,2023,Monday,38
68,Nifty 50,2023-09-20,19980.75,19901.4,-79.35,-0.4,2023,Wednesday,38
67,Nifty 50,2023-09-21,19840.55,19742.35,-98.2,-0.49,2023,Thursday,38
66,Nifty 50,2023-09-22,19744.85,19674.25,-70.6,-0.36,2023,Friday,38
65,Nifty 50,2023-09-25,19678.2,19674.55,-3.65,-0.02,2023,Monday,39
64,Nifty 50,2023-09-26,19682.8,19664.7,-18.1,-0.09,2023,Tuesday,39
63,Nifty 50,2023-09-27,19637.05,19716.45,79.4,0.4,2023,Wednesday,39
62,Nifty 50,2023-09-28,19761.8,19523.55,-238.25,-1.21,2023,Thursday,39
61,Nifty 50,2023-09-29,19581.2,19638.3,57.1,0.29,2023,Friday,39
60,Nifty 50,2023-10-03,19622.4,19528.75,-93.65,-0.48,2023,Tuesday,40
59,Nifty 50,2023-10-04,19446.3,19436.1,-10.2,-0.05,2023,Wednesday,40
58,Nifty 50,2023-10-05,19521.85,19545.75,23.9,0.12,2023,Thursday,40
57,Nifty 50,2023-10-06,19621.2,19653.5,32.3,0.16,2023,Friday,40
56,Nifty 50,2023-10-09,19539.45,19512.35,-27.1,-0.14,2023,Monday,41
55,Nifty 50,2023-10-10,19565.6,19689.85,124.25,0.64,2023,Tuesday,41
54,Nifty 50,2023-10-11,19767.0,19811.35,44.35,0.22,2023,Wednesday,41
53,Nifty 50,2023-10-12,19822.7,19794.0,-28.7,-0.14,2023,Thursday,41
52,Nifty 50,2023-10-13,19654.55,19751.05,96.5,0.49,2023,Friday,41
51,Nifty 50,2023-10-16,19737.25,19731.75,-5.5,-0.03,2023,Monday,42
50,Nifty 50,2023-10-17,19843.2,19811.5,-31.7,-0.16,2023,Tuesday,42
49,Nifty 50,2023-10-18,19820.45,19671.1,-149.35,-0.75,2023,Wednesday,42
48,Nifty 50,2023-10-19,19545.2,19624.7,79.5,0.41,2023,Thursday,42
47,Nifty 50,2023-10-20,19542.15,19542.65,0.5,0.0,2023,Friday,42
46,Nifty 50,2023-10-23,19521.6,19281.75,-239.85,-1.23,2023,Monday,43
45,Nifty 50,2023-10-25,19286.45,19122.15,-164.3,-0.85,2023,Wednesday,43
44,Nifty 50,2023-10-26,19027.25,18857.25,-170.0,-0.89,2023,Thursday,43
43,Nifty 50,2023-10-27,18928.75,19047.25,118.5,0.63,2023,Friday,43
42,Nifty 50,2023-10-30,19053.4,19140.9,87.5,0.46,2023,Monday,44
41,Nifty 50,2023-10-31,19232.95,19079.6,-153.35,-0.8,2023,Tuesday,44
40,Nifty 50,2023-11-01,19064.05,18989.15,-74.9,-0.39,2023,Wednesday,44
39,Nifty 50,2023-11-02,19120.0,19133.25,13.25,0.07,2023,Thursday,44
38,Nifty 50,2023-11-03,19241.0,19230.6,-10.4,-0.05,2023,Friday,44
37,Nifty 50,2023-11-06,19345.85,19411.75,65.9,0.34,2023,Monday,45
36,Nifty 50,2023-11-07,19404.05,19406.7,2.65,0.01,2023,Tuesday,45
35,Nifty 50,2023-11-08,19449.6,19443.5,-6.1,-0.03,2023,Wednesday,45
34,Nifty 50,2023-11-09,19457.4,19395.3,-62.1,-0.32,2023,Thursday,45
33,Nifty 50,2023-11-10,19351.85,19425.35,73.5,0.38,2023,Friday,45
32,Nifty 50,2023-11-12,19547.25,19525.55,-21.7,-0.11,2023,Sunday,45
31,Nifty 50,2023-11-13,19486.75,19443.55,-43.2,-0.22,2023,Monday,46
30,Nifty 50,2023-11-15,19651.4,19675.45,24.05,0.12,2023,Wednesday,46
29,Nifty 50,2023-11-16,19674.7,19765.2,90.5,0.46,2023,Thursday,46
28,Nifty 50,2023-11-17,19674.75,19731.8,57.05,0.29,2023,Friday,46
27,Nifty 50,2023-11-20,19731.15,19694.0,-37.15,-0.19,2023,Monday,47
26,Nifty 50,2023-11-21,19770.9,19783.4,12.5,0.06,2023,Tuesday,47
25,Nifty 50,2023-11-22,19784.0,19811.85,27.85,0.14,2023,Wednesday,47
24,Nifty 50,2023-11-23,19828.45,19802.0,-26.45,-0.13,2023,Thursday,47
23,Nifty 50,2023-11-24,19809.6,19794.7,-14.9,-0.08,2023,Friday,47
22,Nifty 50,2023-11-28,19844.65,19889.7,45.05,0.23,2023,Tuesday,48
21,Nifty 50,2023-11-29,19976.55,20096.6,120.05,0.6,2023,Wednesday,48
20,Nifty 50,2023-11-30,20108.5,20133.15,24.65,0.12,2023,Thursday,48
19,Nifty 50,2023-12-01,20194.1,20267.9,73.8,0.37,2023,Friday,48
18,Nifty 50,2023-12-04,20601.95,20686.8,84.85,0.41,2023,Monday,49
17,Nifty 50,2023-12-05,20808.9,20855.1,46.2,0.22,2023,Tuesday,49
16,Nifty 50,2023-12-06,20950.75,20937.7,-13.05,-0.06,2023,Wednesday,49
15,Nifty 50,2023-12-07,20932.4,20901.15,-31.25,-0.15,2023,Thursday,49
14,Nifty 50,2023-12-08,20934.1,20969.4,35.3,0.17,2023,Friday,49
13,Nifty 50,2023-12-11,20965.3,20997.1,31.8,0.15,2023,Monday,50
12,Nifty 50,2023-12-12,21018.55,20906.4,-112.15,-0.53,2023,Tuesday,50
11,Nifty 50,2023-12-13,20929.75,20926.35,-3.4,-0.02,2023,Wednesday,50
10,Nifty 50,2023-12-14,21110.4,21182.7,72.3,0.34,2023,Thursday,50
9,Nifty 50,2023-12-15,21287.45,21456.65,169.2,0.79,2023,Friday,50
8,Nifty 50,2023-12-18,21434.8,21418.65,-16.15,-0.08,2023,Monday,51
7,Nifty 50,2023-12-19,21477.65,21453.1,-24.55,-0.11,2023,Tuesday,51
6,Nifty 50,2023-12-20,21543.5,21150.15,-393.35,-1.83,2023,Wednesday,51
5,Nifty 50,2023-12-21,21033.95,21255.05,221.1,1.05,2023,Thursday,51
4,Nifty 50,2023-12-22,21295.85,21349.4,53.55,0.25,2023,Friday,51
3,Nifty 50,2023-12-26,21365.2,21441.35,76.15,0.36,2023,Tuesday,52
2,Nifty 50,2023-12-27,21497.65,21654.75,157.1,0.73,2023,Wednesday,52
1,Nifty 50,2023-12-28,21715.0,21778.7,63.7,0.29,2023,Thursday,52
0,Nifty 50,2023-12-29,21737.65,21731.4,-6.25,-0.03,2023,Friday,52
